Domain Name,Clean Sites,Unrated Sites,Phishing Sites,Malicious Sites
https://go5.boardbooks.com/,79,12,0,0
https://go4.boardbooks.com/,79,12,0,0
https://go3.boardbooks.com/,80,11,0,0
https://go2.boardbooks.com/,79,12,0,0
https://go.boardbooks.com/,79,12,0,0
